client_id,product_1,product_2,product_3,product_4,product_5,age,annual_income,previous_purchases
1345,1,0,0,1,1,19,83706,7
1346,1,0,1,1,1,46,47347,8
1347,0,1,0,1,1,55,56717,7
1348,1,1,0,0,0,54,39224,4
1349,1,0,0,0,1,59,79165,1
1350,0,0,0,0,0,38,20452,2
1351,0,0,0,0,1,46,24676,4
1352,1,0,1,1,1,55,39525,4
1353,1,1,0,0,1,22,89765,3
1354,1,1,1,0,1,20,73194,5
1355,1,0,1,0,0,50,92254,6
1356,0,1,1,0,0,26,80032,9
1357,0,1,0,0,1,30,68524,0
1358,0,0,1,1,0,33,70261,3
1359,0,0,1,1,1,36,49253,1
1360,0,0,0,1,0,33,51724,1
1361,1,0,0,1,1,20,62386,5
1362,1,1,0,0,0,62,53398,0
1363,1,1,1,1,0,56,36230,8
1364,0,0,1,0,1,58,30585,3
1365,1,0,0,0,0,29,65570,8
1366,1,1,1,1,0,27,34807,0
1367,1,1,1,0,0,39,92137,6
1368,1,1,1,1,0,28,56370,3
1369,0,1,0,1,1,57,90160,6
1370,0,1,1,1,1,25,82062,2
1371,1,1,0,1,1,57,50483,7
1372,1,1,1,1,1,66,63795,3
1373,0,0,0,0,0,53,58373,3
1374,0,0,1,1,0,60,27024,4
1375,0,1,0,0,1,27,45803,3
1376,1,0,1,1,0,50,61093,9
1377,1,1,1,0,1,32,27538,8
1378,1,0,1,0,0,48,90673,8
1379,1,1,1,0,1,30,84275,9
1380,0,1,1,1,0,52,43965,2
1381,0,1,0,1,1,65,96874,8
1382,1,0,0,1,1,49,46972,3
1383,0,1,1,0,1,28,97406,3
1384,1,1,0,1,0,22,79208,3
1385,1,0,0,0,0,39,65943,2
1386,0,1,1,1,1,46,94059,0
1387,1,1,1,1,1,49,72060,7
1388,0,0,0,1,1,18,80418,0
1389,1,1,1,0,0,18,35098,2
1390,1,0,1,1,1,52,88575,0
1391,0,0,1,1,1,46,29659,7
1392,0,1,0,1,1,31,80275,4
1393,0,1,1,1,0,41,55307,8
1394,1,0,0,1,0,27,66582,3
1395,0,0,0,1,1,63,39458,0
1396,1,0,0,1,1,27,51110,9
1397,1,1,0,1,1,29,68717,9
1398,0,1,0,1,1,37,56302,1
1399,1,0,0,1,0,45,79336,9
1400,0,0,1,1,0,23,83863,8
1401,0,0,1,1,1,44,69066,8
1402,0,0,0,1,1,57,26760,7
1403,1,1,1,0,1,51,89185,4
1404,1,1,1,0,0,50,78384,7
1405,1,0,0,1,1,28,21902,7
1406,0,1,0,0,0,60,49996,1
1407,1,0,0,1,1,21,91306,7
1408,0,0,1,0,0,32,88389,4
1409,1,0,0,1,1,29,38889,1
1410,1,0,0,1,0,59,21293,1
1411,1,0,0,1,0,29,83555,8
1412,1,1,1,1,1,39,54854,3
1413,0,1,0,0,1,43,47907,8
1414,0,1,0,0,1,26,38149,5
1415,1,1,0,1,0,20,86094,0
1416,0,0,0,1,0,18,25900,6
1417,1,0,0,1,1,22,45368,7
1418,0,0,1,0,0,47,74287,1
1419,0,0,0,1,1,29,28279,4
1420,0,1,0,0,0,64,61355,2
1421,1,0,0,0,0,34,23659,4
1422,1,1,1,0,0,39,29132,0
1423,1,1,1,0,1,63,71653,4
1424,0,1,0,1,0,28,46263,6
1425,1,1,1,0,0,56,53820,8
1426,1,0,0,0,1,26,28685,8
1427,0,1,0,1,0,37,79939,9
1428,0,0,1,0,1,41,61478,6
1429,0,0,1,1,1,33,53595,2
1430,1,0,1,1,1,21,77129,1
1431,1,0,1,0,1,56,51533,1
1432,0,1,0,0,1,42,78729,9
1433,1,1,0,1,0,60,31224,3
1434,1,1,0,1,0,50,24506,1
1435,1,1,0,1,1,35,30470,4
1436,0,0,0,1,0,54,50914,1
1437,1,1,1,1,0,18,20853,7
1438,0,1,0,0,1,51,33670,5
1439,1,0,1,0,0,55,28934,4
1440,1,1,0,0,1,22,79207,0
1441,0,1,0,0,1,32,85177,2
1442,0,1,1,0,1,32,68432,3
1443,1,1,1,1,0,66,81314,7
1444,1,1,0,1,1,24,26754,4
1445,0,1,0,1,0,67,47893,6
1446,0,0,0,1,1,52,86747,6
1447,0,0,0,0,0,21,30099,4
1448,0,0,0,0,1,62,75906,5
1449,1,1,0,0,1,47,45203,0
1450,1,1,0,0,1,52,41009,9
1451,1,0,1,1,0,68,62049,5
1452,0,0,0,0,0,44,77688,0
1453,0,0,1,1,1,62,66726,3
1454,0,1,0,0,1,32,26308,5
1455,0,1,0,1,0,22,69280,3
1456,0,0,1,1,1,27,80906,3
1457,1,0,1,0,1,68,99190,7
1458,0,0,1,0,0,34,29811,9
1459,1,0,0,1,1,39,86117,2
1460,1,1,0,0,0,28,24200,5
1461,1,0,0,1,0,39,47243,6
1462,1,1,0,0,1,54,49458,7
1463,0,1,0,1,1,18,33567,9
1464,1,1,1,0,1,53,70263,0
1465,0,1,1,1,0,65,83948,6
1466,1,1,0,1,1,60,89093,6
1467,1,1,1,0,1,20,24925,6
1468,1,0,1,0,1,48,31185,0
1469,0,1,1,0,1,63,73902,3
1470,1,0,1,0,1,29,96781,4
1471,1,0,0,0,1,50,85460,6
1472,0,0,1,0,1,20,35625,7
1473,1,1,0,0,0,50,83443,5
1474,1,1,0,1,0,23,80660,9
1475,1,1,0,0,1,26,79444,4
1476,0,1,1,1,1,35,87621,1
1477,0,1,1,1,0,27,53798,0
1478,0,0,1,1,0,52,95816,2
1479,0,0,0,0,1,36,95763,2
1480,1,0,1,0,1,37,54133,4
1481,0,1,0,1,0,47,47513,0
1482,1,1,0,1,1,49,91000,9
1483,0,0,1,0,1,62,60477,1
1484,1,0,1,1,1,65,48944,5
1485,1,1,0,1,1,67,80349,1
1486,1,0,0,0,0,20,45568,3
1487,1,0,1,1,1,26,80873,7
1488,1,1,1,1,1,26,40486,2
1489,1,0,0,1,0,58,70867,7
1490,0,0,0,0,0,39,85724,1
1491,1,1,0,1,1,24,82988,3
1492,1,0,1,1,1,22,34699,4
1493,0,0,0,1,0,48,57378,1
1494,1,0,1,1,1,33,78499,3
1495,1,0,1,1,1,51,25340,8
1496,1,1,1,0,1,30,25990,7
1497,0,0,1,0,1,32,24343,8
1498,0,1,1,1,1,37,64796,3
1499,0,0,0,0,0,55,37828,8
1500,1,0,1,1,0,35,91894,9
1501,1,1,0,1,0,24,45148,7
1502,1,0,1,1,0,20,61622,0
1503,0,0,1,0,0,18,29533,2
1504,1,1,0,1,1,24,80296,9
1505,0,0,0,1,0,55,54952,5
1506,0,0,1,0,1,22,85215,0
1507,1,1,0,1,1,69,96270,8
1508,1,0,1,1,0,66,41113,4
1509,1,0,1,0,0,33,32715,1
1510,1,1,0,1,0,65,73946,4
1511,0,0,0,0,1,24,48313,1
1512,0,1,0,0,0,34,61035,8
1513,1,1,0,0,0,54,86045,4
1514,1,1,0,0,0,48,28756,9
1515,1,1,0,0,1,47,28669,0
1516,0,0,0,0,0,39,85908,3
1517,1,0,0,1,1,28,41131,2
1518,0,0,1,0,0,24,54182,5
1519,1,1,1,1,0,33,98511,1
1520,0,0,1,0,0,31,75126,3
1521,0,0,0,1,0,49,30730,9
1522,1,1,0,0,0,64,26677,8
1523,1,0,0,1,0,53,43262,4
1524,0,0,0,1,0,22,53031,4
1525,1,1,1,1,0,55,82907,7
1526,1,1,0,0,0,27,82834,7
1527,1,0,0,0,1,30,60518,8
1528,1,1,0,1,0,64,57489,9
1529,1,1,0,1,0,29,84374,1
1530,1,1,1,1,1,59,24567,2
1531,0,1,1,0,1,47,42340,6
1532,1,0,1,1,0,61,58842,7
1533,1,0,0,1,0,52,24068,5
1534,1,1,1,1,0,60,46909,9
1535,0,1,1,1,1,67,79211,7
1536,0,1,1,1,0,66,66355,2
1537,1,0,0,1,1,60,34226,1
1538,0,0,0,1,0,40,89994,1
1539,0,1,1,1,0,58,43854,4
1540,1,0,0,0,1,26,87949,1
1541,1,0,1,1,0,35,62564,6
1542,0,1,1,1,1,62,47374,0
1543,1,1,1,0,0,58,91142,1
1544,1,1,1,0,1,59,46521,7
1545,0,1,0,0,0,33,33464,1
1546,1,1,0,0,1,27,84539,8
1547,0,1,1,0,1,46,66998,3
1548,1,0,1,1,0,27,96099,0
1549,1,1,1,1,1,35,52546,9
1550,0,1,1,1,1,45,98483,8
1551,1,1,0,1,0,38,35790,7
1552,1,1,1,0,1,57,42863,2
1553,0,1,0,0,1,47,83986,5
1554,0,1,1,1,1,19,78833,8
1555,1,1,1,1,1,49,28453,9
1556,0,1,1,0,0,42,47831,2
1557,1,1,0,0,1,54,82232,5
1558,0,0,1,0,1,69,75130,3
1559,1,1,0,0,0,51,89739,1
1560,1,0,1,1,0,58,61922,2
1561,1,0,0,0,1,24,38579,7
1562,1,1,0,1,0,44,95098,9
1563,1,1,0,0,1,59,94177,3
1564,0,1,1,1,0,56,22209,2
1565,1,1,0,1,0,25,58585,2
1566,1,1,1,1,0,49,33244,8
1567,1,0,1,1,0,69,95601,5
1568,1,0,0,0,0,25,24103,6
1569,0,0,0,0,0,69,38535,2
1570,0,1,0,1,1,52,58879,9
1571,1,0,0,0,0,19,92519,1
1572,0,1,1,0,1,34,29264,2
1573,0,0,1,0,0,20,68588,9
1574,0,1,1,0,0,27,30529,8
1575,0,0,1,0,1,58,89774,1
1576,0,1,1,1,0,51,52094,8
1577,0,1,0,0,1,37,28949,5
1578,1,1,1,1,0,62,41450,2
1579,1,1,0,0,0,59,43483,3
1580,0,1,0,1,1,68,44808,2
1581,0,0,1,1,0,49,78928,0
1582,0,0,1,0,0,38,34463,1
1583,0,1,0,0,0,46,96306,4
1584,0,1,0,1,1,46,93979,8
1585,0,0,1,1,1,23,41333,2
1586,0,0,0,0,0,58,70154,0
1587,1,1,1,1,1,61,96318,9
1588,1,0,0,1,1,67,45980,8
1589,1,0,1,1,1,63,62502,8
1590,0,1,0,0,1,30,58800,2
1591,1,0,1,0,1,43,63271,0
1592,1,0,1,0,0,62,31079,1
1593,1,0,0,1,0,56,85070,9
1594,1,1,0,1,1,52,52103,1
1595,0,0,1,1,0,67,20910,4
1596,1,1,1,0,0,45,36407,4
1597,1,1,0,1,0,29,37049,0
1598,0,0,0,1,0,39,92577,3
1599,0,0,0,0,0,26,89415,8
1600,1,0,1,1,1,53,49474,7
1601,1,1,1,1,0,30,26683,2
1602,1,1,1,0,0,22,67272,5
1603,1,1,1,1,1,47,48938,1
1604,0,0,1,1,1,62,86497,8
1605,0,0,0,0,1,39,83939,2
1606,1,0,1,0,1,33,80403,5
1607,1,1,1,1,1,64,46594,6
1608,1,1,0,0,1,67,23409,0
1609,0,0,1,1,1,47,70468,6
1610,1,0,0,1,1,44,95139,0
1611,1,1,1,0,0,64,97607,9
1612,0,0,1,0,0,62,72400,0
1613,0,0,1,1,0,46,27267,4
1614,1,1,0,0,0,28,98216,4
1615,1,0,0,0,1,19,88386,6
1616,1,0,1,0,1,26,56276,6
1617,0,0,1,1,1,22,34735,1
1618,1,0,0,1,0,47,43315,9
1619,1,1,1,0,1,55,23267,4
1620,1,1,1,0,0,28,34680,3
1621,0,0,0,0,0,24,76216,1
1622,1,0,1,0,0,68,50308,4
1623,0,1,0,0,0,40,37758,1
1624,0,1,1,0,0,27,70233,1
1625,0,1,0,0,0,34,89204,6
1626,1,0,0,0,0,31,42333,3
1627,0,0,0,0,0,32,40202,7
1628,1,0,0,0,1,60,46821,6
1629,0,0,1,1,1,51,31626,0
1630,0,0,1,1,0,38,25473,1
1631,1,1,0,0,1,62,78091,0
1632,1,0,1,0,0,31,87276,6
1633,0,0,1,0,0,60,61139,3
1634,1,0,0,0,1,65,83191,2
1635,1,0,0,0,1,61,33791,2
1636,0,0,0,1,1,46,30012,8
1637,1,0,1,0,1,52,61608,5
1638,1,0,0,1,0,44,32670,1
1639,1,0,1,0,1,61,59388,5
1640,1,1,0,0,0,37,44874,5
1641,0,0,1,0,1,37,56840,7
1642,0,1,0,0,0,24,56623,8
1643,0,1,1,0,1,54,88321,2
1644,0,0,1,1,1,55,78327,9
1645,1,1,0,1,0,61,62797,0
1646,0,1,1,1,1,34,60148,9
1647,0,0,0,0,0,18,62902,6
1648,1,1,1,1,0,44,79369,4
1649,1,1,1,1,0,22,79106,6
1650,0,1,1,0,1,69,53066,5
1651,1,1,0,1,0,30,54710,9
1652,1,0,1,0,0,18,57605,6
1653,0,0,0,1,0,62,61201,2
1654,0,0,1,0,1,20,31296,3
1655,1,1,1,0,0,18,34211,3
1656,1,1,1,0,1,51,47716,8
1657,0,1,1,1,1,67,99762,5
1658,0,1,0,0,0,42,85747,5
1659,1,0,0,1,1,40,44622,9
1660,0,0,0,1,0,39,71457,8
1661,0,1,1,1,1,63,28112,2
1662,0,1,0,1,1,25,59966,8
1663,0,1,0,1,0,63,75838,3
1664,0,0,0,0,1,32,20919,7
1665,0,1,0,1,0,41,35014,5
1666,0,0,0,0,1,40,52258,7
1667,0,0,0,1,1,48,25241,3
1668,0,1,1,1,0,42,76499,2
1669,1,1,0,0,1,67,71668,2
1670,0,0,0,1,1,57,36278,6
1671,0,0,1,0,0,51,50655,6
1672,0,1,1,1,1,50,84769,1
1673,0,1,0,0,0,44,58983,3
1674,0,1,1,0,0,22,41464,4
1675,0,1,0,0,0,47,44227,7
1676,0,0,0,1,1,35,38456,1
1677,1,1,1,0,1,42,87672,5
1678,1,1,1,0,1,61,73749,7
1679,1,0,1,0,0,42,45709,4
1680,0,0,0,0,0,28,97791,6
1681,0,1,1,1,0,68,22236,4
1682,1,0,1,1,0,42,29574,7
1683,1,1,0,1,1,40,64676,3
1684,1,0,0,0,0,34,74563,3
1685,1,0,0,1,0,23,52990,5
1686,0,0,0,1,1,66,72048,5
1687,0,0,1,0,0,35,33142,9
1688,0,1,0,1,0,52,70082,7
1689,1,1,0,1,1,53,28577,1
1690,1,1,0,0,0,51,37754,3
1691,1,1,0,0,1,45,64653,7
1692,1,0,0,0,1,28,91986,2
1693,1,0,1,1,0,42,59771,0
1694,1,0,0,1,1,47,25204,3
1695,1,0,1,1,0,61,25554,2
1696,0,1,1,1,0,34,81364,0
