client_id,product_1,product_2,product_3,product_4,product_5,age,annual_income,previous_purchases,purchase_next_month
326,1,0,1,1,0,56,21766,8,0
327,0,1,1,0,1,45,69939,3,1
328,0,0,0,1,0,18,94606,5,0
329,1,1,0,1,0,68,58890,0,0
330,1,1,1,1,1,31,24265,4,1
331,0,1,0,1,0,40,21668,3,0
332,0,1,0,1,1,30,31809,3,0
333,1,0,1,0,0,40,67047,0,0
334,0,1,1,0,1,27,45250,4,1
335,1,1,1,0,1,63,36786,2,1
336,1,0,1,0,1,45,24581,5,0
337,0,1,0,1,0,50,44367,4,0
338,0,1,1,0,0,25,99068,8,1
339,1,0,1,1,1,60,93669,2,1
340,1,1,1,1,0,43,26570,8,0
341,0,0,0,1,0,36,90076,7,1
342,1,1,0,0,1,23,44292,4,1
343,0,1,1,0,1,52,77080,5,1
344,1,0,0,1,0,58,38349,0,0
345,0,1,1,0,1,32,37006,2,1
346,0,0,1,0,0,24,44558,5,0
347,0,1,0,1,0,65,75562,7,1
348,1,0,0,0,1,39,65025,9,1
349,1,1,1,0,1,66,27595,5,0
350,0,0,0,1,0,39,60904,0,1
351,1,1,1,1,1,36,81693,6,1
352,0,1,1,0,1,60,89810,6,1
353,0,0,1,1,1,67,36948,6,1
354,1,1,0,0,1,20,44758,5,1
355,1,1,1,1,1,49,57444,0,0
356,0,1,0,0,1,22,67285,9,1
357,1,0,1,1,1,57,77858,5,0
358,1,1,0,1,1,67,98272,0,0
359,0,1,1,1,0,54,97080,7,0
360,0,1,1,1,0,57,81476,4,0
361,1,0,1,0,1,33,57550,1,1
362,0,0,1,0,0,39,81668,8,0
363,0,0,0,1,0,18,40211,9,1
364,1,1,0,0,1,53,65355,8,1
365,0,1,0,0,1,34,77165,9,1
366,0,1,0,0,1,25,75501,0,1
367,1,0,1,1,0,38,68898,1,0
368,1,0,0,0,1,38,30721,9,0
369,0,1,1,0,1,46,86504,6,0
370,0,0,0,0,0,49,86028,7,0
371,1,1,1,1,0,20,25574,4,0
372,1,0,1,1,0,31,28993,5,0
373,1,0,1,1,0,62,86485,4,0
374,1,1,1,0,1,66,97508,4,1
375,0,1,0,0,1,39,49184,3,1
376,1,1,1,0,1,36,97594,9,0
377,1,0,0,0,1,26,94897,8,1
378,0,0,1,1,1,52,72700,9,0
379,1,0,1,0,0,55,44415,8,0
380,0,0,0,1,0,25,75611,7,1
381,1,0,0,1,0,67,31751,8,0
382,1,0,1,1,0,45,78760,2,0
383,1,1,0,0,1,40,27608,9,1
384,0,0,1,0,1,46,20890,0,0
385,0,0,1,1,1,33,33681,1,0
386,1,0,1,1,0,38,85462,6,1
387,0,0,1,0,0,38,40937,0,0
388,0,0,1,1,0,43,20705,0,1
389,0,1,0,0,1,22,88437,8,0
390,0,0,1,0,0,48,85915,2,0
391,0,1,0,1,0,59,97561,4,0
392,0,1,1,1,0,53,78486,4,1
393,1,0,0,0,1,38,44917,2,1
394,1,0,0,0,0,35,50153,8,1
395,0,1,0,0,1,31,31505,3,1
396,1,0,1,1,0,58,49266,1,1
397,1,0,0,0,1,55,78135,7,0
398,1,0,1,1,1,42,99131,8,0
399,1,0,0,1,0,28,76481,4,1
400,0,0,0,0,1,33,36100,8,1
401,1,1,1,0,0,68,74049,7,1
402,1,1,1,0,1,39,70805,9,0
403,0,1,0,0,0,47,44897,7,0
404,0,1,0,1,1,57,82147,9,1
405,1,1,1,1,1,36,61444,6,0
406,1,0,0,1,0,22,73230,1,0
407,1,0,0,0,0,67,37042,8,1
408,1,0,0,0,0,28,49505,4,1
409,1,1,0,0,1,24,39010,3,1
410,1,0,0,0,0,48,45519,2,1
411,0,0,1,0,1,43,27333,2,0
412,1,1,0,0,0,41,89450,6,1
413,1,1,1,1,0,28,98230,2,1
414,0,1,1,0,1,39,42806,0,1
415,0,0,0,1,1,62,85289,0,0
416,0,1,1,0,0,58,63886,0,0
417,0,1,0,1,0,40,32352,7,0
418,1,1,1,1,0,68,66538,1,1
419,1,0,1,1,0,54,69123,6,1
420,1,1,1,0,0,26,60854,3,1
421,1,1,1,0,0,47,99355,0,1
422,1,1,0,1,0,52,45818,4,1
423,1,1,1,0,1,51,79797,7,1
424,0,1,1,1,1,22,21207,3,1
425,1,1,1,0,1,66,26872,4,0
426,0,0,1,0,1,23,84228,2,1
427,0,0,0,1,0,34,48704,4,0
428,1,1,0,0,1,69,46902,4,1
429,0,0,1,1,0,55,58023,8,1
430,1,0,1,1,0,51,23152,9,0
431,0,0,1,0,0,62,98903,0,1
432,1,1,0,0,1,53,45440,5,1
433,0,1,0,1,0,34,45473,9,0
434,1,0,0,1,0,44,40089,3,1
435,1,0,0,0,1,63,43100,5,1
436,1,0,0,1,0,27,94759,8,1
437,1,0,1,1,0,61,20876,2,1
438,1,1,1,1,1,42,56023,1,1
439,0,0,1,1,0,32,26996,7,1
440,0,1,0,1,1,61,33507,1,0
441,0,0,0,0,1,44,99588,9,0
442,1,1,1,0,1,19,20098,5,0
443,0,1,1,1,0,37,28892,7,1
444,1,1,0,1,1,43,96041,5,0
445,1,1,1,0,1,18,77396,6,1
446,0,1,1,1,1,31,93656,3,1
447,0,1,0,1,0,38,63446,2,1
448,1,1,1,0,0,40,96531,3,1
449,0,0,0,0,1,37,72399,7,0
450,1,1,0,1,1,54,34070,5,1
451,1,0,0,0,0,30,93843,0,1
452,1,0,1,1,0,40,57984,1,1
453,1,0,0,0,1,69,68150,3,1
454,1,0,1,0,1,44,57287,1,0
455,0,0,0,0,0,45,58498,3,0
456,0,0,0,0,1,19,79757,4,0
457,1,0,1,0,1,56,37002,9,0
458,1,1,0,0,0,63,27837,4,1
459,0,0,1,0,0,65,69509,5,1
460,0,0,1,0,0,22,59890,3,0
461,1,0,0,0,0,56,54873,1,0
462,0,0,1,1,1,19,83877,5,0
463,1,0,1,1,0,40,54733,8,0
464,0,0,1,0,0,48,90995,9,0
465,1,1,0,0,0,40,54142,8,0
466,0,0,1,0,1,49,89730,8,0
467,1,0,0,1,1,57,58523,3,1
468,0,0,0,1,1,59,71171,6,1
469,0,0,0,0,1,27,71262,4,1
470,1,0,0,1,1,58,24239,9,1
471,0,1,0,0,0,59,90541,6,0
472,1,0,0,1,0,49,77938,5,1
473,0,0,1,1,1,38,90253,8,1
474,1,1,0,0,0,65,72997,1,1
475,0,0,0,0,0,25,88684,6,0
476,1,1,0,1,1,60,22508,0,1
477,0,1,0,0,0,26,76743,5,0
478,1,1,0,1,1,54,67232,9,1
479,0,0,0,0,1,62,87284,6,1
480,1,0,0,1,1,69,89133,7,0
481,1,1,0,1,0,45,47329,4,1
482,1,1,1,0,1,63,51277,8,0
483,0,0,1,1,0,37,44431,9,1
484,1,0,0,0,0,45,42298,3,0
485,0,1,1,1,0,60,27207,0,1
486,1,1,0,1,0,49,72133,3,1
487,0,0,1,0,1,47,35440,2,1
488,1,1,1,0,0,67,46677,0,0
489,0,1,0,1,0,63,24815,2,1
490,0,1,1,1,0,29,56147,4,1
491,1,1,0,1,1,54,55404,5,0
492,0,1,0,1,0,32,51236,8,1
493,0,0,1,1,1,61,34485,8,1
494,1,0,1,1,0,64,27370,7,1
495,0,0,0,1,0,38,83665,7,1
496,0,0,1,0,0,62,66577,0,0
497,0,1,0,0,1,35,62839,3,1
498,1,0,0,0,1,50,28532,3,0
499,0,1,0,1,1,48,74277,4,0
500,1,0,0,0,0,66,48987,2,0
501,0,1,0,0,1,64,95807,2,0
502,0,1,1,1,0,46,31444,8,1
503,0,0,1,0,0,43,78053,8,0
504,1,1,0,0,1,66,98022,0,0
505,0,1,1,0,0,50,41227,7,1
506,0,0,1,1,1,32,36659,8,1
507,1,0,1,0,0,58,93893,6,1
508,0,1,0,1,0,18,42552,7,0
509,1,0,0,0,1,43,89225,3,1
510,1,1,0,1,0,57,49788,1,0
511,0,0,1,1,0,37,21585,2,0
512,1,1,1,0,0,28,24799,0,0
513,0,0,1,0,1,35,22314,6,1
514,1,0,0,1,0,45,69339,9,0
515,1,0,1,1,0,40,37767,2,0
516,0,1,1,1,1,67,27468,4,1
517,1,0,0,1,0,25,56144,1,0
518,1,0,1,1,0,46,32073,8,0
519,1,1,1,0,1,69,51673,4,1
520,1,0,0,1,0,27,89150,1,1
521,1,1,0,1,1,68,61042,7,0
522,0,0,0,1,0,63,54228,0,1
523,1,0,0,1,1,29,44548,6,0
524,0,0,0,0,1,64,30951,6,1
525,1,1,1,1,1,63,71052,4,1
526,0,0,1,1,0,47,53964,5,0
527,0,1,0,0,0,48,47206,4,0
528,1,0,0,1,1,42,35893,7,0
529,1,0,1,0,0,54,54858,0,1
530,1,1,1,0,1,65,60270,8,1
531,0,1,0,0,1,40,50160,3,0
532,1,0,1,1,1,23,86109,7,0
533,0,1,1,1,0,24,33094,8,1
534,0,1,1,0,0,34,32522,7,0
535,0,0,0,0,0,30,79527,4,0
536,1,1,0,0,0,21,24725,0,1
537,1,1,1,1,0,30,56993,1,0
538,0,0,1,0,0,46,31855,0,1
539,0,0,0,0,0,62,72019,1,1
540,1,1,0,0,1,23,40677,4,1
541,0,1,1,1,1,20,70952,5,1
542,1,1,1,1,0,61,29494,6,1
543,0,0,0,0,1,24,98550,4,0
544,1,1,1,1,1,61,28872,3,0
545,0,0,0,1,0,32,77560,9,0
546,1,0,1,1,1,25,99459,4,1
547,0,1,1,1,0,45,23478,8,0
548,1,1,1,1,1,23,86229,1,0
549,1,1,0,1,1,66,24996,5,1
550,0,1,1,1,0,22,24529,8,0
551,0,1,0,0,1,34,59089,4,0
552,1,0,0,0,1,39,47442,8,1
553,0,1,1,1,0,63,98966,8,1
554,1,1,0,0,1,39,59464,7,0
555,0,0,0,0,1,48,37116,2,0
556,1,0,1,1,1,48,52116,3,1
557,1,0,1,0,1,54,54691,4,0
558,1,0,0,0,1,52,52446,7,1
559,1,0,0,1,0,28,39316,9,0
560,1,1,1,1,1,55,83539,8,0
561,1,0,0,0,0,46,48445,4,0
562,0,0,1,0,0,20,41727,7,1
563,0,0,1,1,1,55,92266,5,0
564,0,1,1,0,0,67,88681,0,0
565,1,0,0,0,1,53,62123,7,1
566,1,1,1,0,0,31,56930,1,1
567,1,1,0,0,0,58,37014,7,1
568,1,1,1,0,0,31,25053,2,0
569,0,1,1,1,0,57,78498,8,1
570,0,1,1,1,0,56,71493,4,0
571,1,0,1,1,1,23,44688,2,1
572,0,1,0,0,0,54,95325,3,0
573,0,1,1,0,1,39,82159,9,1
574,1,0,1,1,1,49,42517,2,0
575,0,0,0,0,0,26,39451,1,0
576,1,1,1,1,0,20,39264,7,0
577,0,0,1,1,0,44,90066,1,0
578,1,1,0,1,0,32,27337,6,1
579,1,0,1,1,1,51,98063,8,0
580,1,1,1,1,0,36,65210,8,1
581,1,1,0,1,0,37,88186,0,0
582,0,1,0,0,0,57,81869,4,1
583,1,0,0,1,0,50,68011,9,1
584,1,0,0,1,1,24,98499,1,0
585,1,0,0,0,0,51,22794,2,0
586,0,0,1,1,0,39,63019,2,0
587,1,1,0,1,0,41,42775,3,0
588,0,0,0,0,0,50,75825,8,0
589,1,0,0,1,0,21,39155,5,0
590,0,1,0,1,0,33,49420,7,0
591,0,1,1,0,0,53,94975,1,1
592,1,0,0,0,1,45,24197,6,0
593,0,1,1,1,0,65,59284,1,1
594,1,0,1,0,0,42,60834,5,1
595,1,0,1,0,1,32,96071,5,0
596,1,0,1,1,0,59,31444,2,0
597,0,1,0,0,0,43,73888,8,1
598,0,1,1,1,1,33,52422,9,1
599,1,1,0,0,1,27,59815,5,1
600,1,1,0,0,0,22,36037,5,0
601,0,1,0,1,0,23,51046,2,0
602,1,0,1,0,0,68,45944,3,0
603,1,0,0,0,0,53,96242,6,0
604,1,1,1,1,1,24,31519,8,0
605,0,0,0,1,0,47,56818,9,0
606,0,0,0,1,1,53,86170,8,1
607,0,1,1,0,1,30,65131,6,0
608,1,1,0,0,1,39,34757,7,1
609,1,1,0,0,1,61,62257,7,1
610,1,0,0,0,1,63,48596,4,0
611,0,1,1,1,1,22,69042,1,0
612,1,0,1,1,0,54,67705,1,0
613,1,1,1,0,1,49,40614,9,0
614,1,1,1,0,0,40,44777,4,1
615,1,1,0,0,0,21,85112,2,1
616,0,1,0,1,0,51,80681,5,0
617,0,1,0,1,0,44,52644,4,1
618,1,0,1,1,1,36,80538,7,0
619,0,0,0,1,0,32,67282,3,1
620,0,1,0,0,0,63,36954,3,1
621,1,1,1,0,1,32,84376,5,1
622,1,0,0,0,1,58,28001,9,0
623,0,1,1,0,1,31,91427,8,1
624,1,1,0,0,1,61,72825,1,0
625,0,0,1,0,0,21,20156,2,1
626,1,0,0,0,0,28,87580,9,0
627,0,0,0,1,0,43,39981,8,1
628,1,0,1,1,0,57,56039,0,0
629,0,0,1,0,0,53,55728,6,1
630,0,1,1,1,1,39,43754,9,0
631,0,0,1,1,1,52,50694,7,1
632,1,0,0,0,1,21,34215,4,0
633,0,0,0,1,0,67,36167,4,1
634,0,0,1,0,1,46,43685,7,0
635,1,0,1,1,1,67,64633,9,0
636,1,1,1,1,0,20,68153,0,1
637,0,1,0,1,1,31,28779,3,0
638,0,0,0,1,1,67,53092,3,1
639,1,1,1,1,1,68,36147,8,1
640,1,1,0,1,1,50,97842,6,0
641,1,1,1,0,1,64,24907,2,0
642,1,1,1,0,1,52,92347,8,0
643,1,1,0,1,1,39,41567,7,0
644,0,0,0,1,1,68,21767,4,0
645,1,1,0,0,1,25,64826,9,1
646,0,0,1,1,1,60,53398,2,1
647,0,0,1,0,1,45,73783,7,1
648,0,1,0,1,1,45,69709,0,0
649,1,0,0,1,1,27,75884,1,1
650,0,0,0,0,1,47,70806,3,0
651,0,1,0,0,0,66,53735,6,0
652,1,0,1,0,0,22,92556,3,1
653,0,1,0,1,0,66,46253,9,0
654,0,1,0,0,1,69,42501,9,0
655,1,0,0,1,0,64,67333,3,1
656,0,1,0,0,0,62,84611,3,0
657,0,1,0,0,1,56,25403,0,1
658,0,1,0,0,1,54,23509,8,1
659,1,1,0,0,0,41,49926,3,1
660,1,1,1,1,0,68,67550,3,1
661,1,1,1,0,1,61,54035,2,0
662,0,1,0,0,0,51,85395,3,1
